timestamp,date,hour,point_id,count,min,max,mean,median,mode
251203_1131,251203,1131,8105,72,222.2874619,273.3529724,235.4244835,233.1445496,236.0882538
251203_1136,251203,1136,8106,64,217.7686203,227.1070816,223.0855716,223.1657845,223.3001953
251203_1138,251203,1138,8108,77,228.9922394,250.1568787,238.1415495,236.1903717,238.8723541
251203_1142,251203,1142,8104,99,217.51978,237.7816315,226.0253143,226.1042358,232.4158539
251204_1318,251204,1318,3800.01,68,44.40134468,47.54532623,45.98594818,46.04302654,44.40134468
251204_1319,251204,1319,3800.01,77,46.05113754,48.84958878,47.14074926,47.08659554,47.0315918
251204_1321,251204,1321,3800.01,103,42.60545769,48.8489502,45.87569655,45.76783104,45.53730354
251204_1414,251204,1414,573-01,92,0.21491248,0.230534256,0.223708247,0.224533249,0.21553423
251205_0445,251205,445,573-01,318,0.081804793,0.237413129,0.176985977,0.177841133,0.112511855
251209_1035,251209,1035,3100.01,133,94.24007721,108.6985313,103.0438076,103.4526558,98.22353439
251209_1038,251209,1038,3100.01,169,106.0968933,129.9585388,119.9628258,121.6648499,125.452359
251209_1042,251209,1042,3100.01,78,96.82767334,110.6468262,102.7911625,101.7256805,101.1604408
251209_1105,251209,1105,3100.03,29,86.13126068,97.12873306,89.61108162,89.60245972,93.23942871
251209_1223,251209,1223,3100.01,74,-108.2261192,-93.99494476,-100.1566541,-99.66955147,-105.7346603
251209_1224,251209,1224,3100.01,61,104.4005493,130.7449539,123.7801874,125.6752441,104.4005493
251209_1231,251209,1231,3100.03,54,-86.50868912,-75.65292664,-82.56708946,-82.88924675,-83.88229752
251209_1235,251209,1235,3100.03,44,-101.1653091,-91.96452713,-95.43632589,-95.31286125,-97.01688538
251209_1236,251209,1236,3100.03,119,90.73099594,112.0152214,100.1066651,97.55667801,111.5766335
251209_1238,251209,1238,3100.03,98,-109.5697128,-70.74353485,-92.27926511,-94.05598412,-106.459243
251209_1240,251209,1240,3100.03,34,84.19073868,98.2375145,92.23150601,92.80795441,84.19073868
251209_1253,251209,1253,3150,71,20.89825344,32.33093376,28.15490946,28.44558105,20.89825344
251209_1255,251209,1255,3150,146,-0.61043247,29.96281013,4.016109576,0.925274563,0
251209_1302,251209,1302,3150,161,-1.048823118,25.65247364,5.853669972,0.369832367,0
251209_1315,251209,1315,3100.03,59,-97.93601532,-90.70480728,-94.15512589,-93.82205429,-97.93601532
251209_1317,251209,1317,3100.03,46,99.86089554,105.5863655,101.9774415,101.7671814,101.0645096
251209_1320,251209,1320,3102,65,-23.14353619,-21.07105293,-22.00968298,-22.060952,-22.40709515
251209_1321,251209,1321,3102,49,18.63562946,25.31546288,23.76523519,23.83688335,22.96274242
251209_1331,251209,1331,8105,84,150.0908752,169.0708694,158.2284236,157.328833,152.7370422
251209_1335,251209,1335,8106,59,144.909407,149.3279709,148.0430197,148.0919266,147.9700058
251209_1337,251209,1337,8104,57,150.2502319,174.1642273,164.584286,165.14599,156.2571579
251209_1341,251209,1341,8108,68,213.9626541,254.2131683,233.2295993,230.1225403,251.8935699
251209_1343,251209,1343,8106,65,207.5647385,213.1788757,211.3130516,211.6835403,207.5647385
251209_1348,251209,1348,8104,107,214.222728,278.5422546,225.5733513,219.7461044,219.9149231
251209_1352,251209,1352,8105,78,221.6508453,233.2564453,226.3010114,224.8007767,224.5256104
251209_1356,251209,1356,8105,333,215.7998428,227.692598,224.8083657,225.7321564,220.5035431
260108_1119,260108,1119,3806,76,32.21238144,33.4432438,32.89897079,32.85966218,32.82834403
260108_1124,260108,1124,3801,15,9.878971428,10.51196605,10.17757287,10.2229136,10.26335126
260205_1314,260205,1314,573-03,848,0.016246519,1.270379698,0.521741921,0.493088347,0.016246519
260206_1423,260206,1423,3800.01,1187,44.49526258,56.75198883,49.42236869,48.01933318,46.39978856
260206_1553,260206,1553,3900.02,1008,118.4051782,248.0879992,205.2119836,220.3972757,118.6701939
260206_1616,260206,1616,3906,886,112.1480942,218.8552871,176.0099097,200.8038595,113.0554184
260206_1640,260206,1640,3906,959,27.53040455,145.4837009,109.580416,134.753108,29.06421907
260219_1123,260219,1123,573-07,8808,-6.246547541,353.171289,15.26977246,0,0
260219_1448,260219,1448,573-07,687,-15.49243089,449.5158076,106.7559223,13.39133419,0
260223_0753,260223,753,573-07,77,160.2989763,319.7967231,266.1359978,265.6238794,160.2989763
260224_1349,260224,1349,573-07,110,112.6716882,300.9245396,225.5593448,226.8425703,112.6716882
260225_1406,260225,1406,573-07,1242,-10.47856333,334.4791085,257.2518904,259.0892941,-10.47856333
260309_1030,260309,1030,573-08,164,-3.755731322,11.13126799,2.621841276,2.352990909,-3.755731322
260309_1333,260309,1333,573-08,351,-2.28387583,12.40281779,3.374905311,3.570174426,-2.28387583
260316_0858,260316,858,573-05,1732,-0.992796931,2.753774542,0.026926212,-0.069361008,-0.992796931
260316_1349,260316,1349,573-05,1849,-0.43876188,1.599092467,0.91437862,0.914801017,-0.43876188
260324_0000,260324,0,573-05,1690,1.83,223.02,48.43878698,2.44,2.19
260504_0000,260504,0,6.07,125,578.28,640.64,615.6184,619.07,606.37
260504_0000,260504,0,10.11,104,175.13,205.27,183.495,181.01,177.34
260504_0000,260504,0,1120,60,71.73,91.6,85.15233333,85.405,71.73
260504_0000,260504,0,1160,55,72.61,84.5,76.33618182,74.43,74.09
260504_0000,260504,0,1170,35,-66.49,64.98,55.43571429,64.15,64.15
260504_0000,260504,0,3100.01,84,-94.36,97.62,72.59738095,94.145,-94.36
260504_0000,260504,0,3100.02,60,19.86,46.87,37.73716667,38.275,19.86
260504_0000,260504,0,3100.03,79,54.25,78.03,67.2121519,69.59,71.83
260504_0000,260504,0,3700.01,32,71.84,86.99,77.5325,76.275,75.3
260504_0000,260504,0,3900.01,53,208.68,233.77,225.6409434,225.8,224.1
260504_0000,260504,0,3900.02,16,68.65,83.22,76.130625,76.795,69.28
260504_0000,260504,0,3900.03,37,40.04,131.11,119.3737838,126.16,63.75
260504_0000,260504,0,4202,5,-16.79,-9.31,-14.608,-15.65,-16.79
260504_0000,260504,0,4303,54,-0.22,0.88,0.441481481,0.37,0
260504_0000,260504,0,5700,23,1.58,4.1,2.428695652,2.2,2.08
260504_0000,260504,0,5800.01,75,-33.94,32.93,22.5084,28.37,-33.94
260504_0000,260504,0,5801,82,11.5,14.73,14.00926829,14.195,14.1
260504_0000,260504,0,5802,83,10.31,14.13,12.0539759,12.42,12.48
260504_0000,260504,0,8105,24,0,11.24,2.795416667,0,0
260504_0000,260504,0,8106,14,0,0,0,0,0
260504_0000,260504,0,8107,78,244.2,277.74,264.9892308,265.775,244.25
260504_0000,260504,0,8108,69,241.09,276.69,266.297971,268.23,241.09
260506_0000,260506,0,1182,128,-7.06,8.24,6.072265625,7.005,7.22
260506_0000,260506,0,1191,21,0,0,0,0,0
260506_0000,260506,0,1192,87,-15.38,16.44,11.85,13.72,12.73
260506_0000,260506,0,52100.01,2,1.44,6.36,3.9,3.9,1.44
260506_0000,260506,0,52107,33,-8.6,-3.71,-6.850606061,-6.82,-8.05
260506_0000,260506,0,52207,17,-0.33,0,-0.019411765,0,0
260506_0000,260506,0,5601,57,-11.69,11.08,6.94877193,9.8,-11.01
260507_0721,260507,721,11.12,14,0,0.65,0.152142857,0,0
260507_0726,260507,726,11.12,23,0,1.47,0.18826087,0,0
260507_0739,260507,739,47.11.3,39,-0.19,0.21,-0.027179487,-0.06,-0.07
260507_0754,260507,754,4500.01,130,-8.9,10.5,8.196538462,8.96,8.93
260507_0805,260507,805,4500.01,53,9.47,12.68,11.66415094,11.95,9.69
260507_0808,260507,808,4500.01,24,8.39,9.48,9.07375,9.165,9.39
260507_0809,260507,809,4500.01,34,0.13,18.85,14.54205882,15.665,0.13
260507_0812,260507,812,4600.01,35,-0.24,0.14,-0.010571429,0.01,0.01
260507_0819,260507,819,5600.01,77,3.94,6.7,5.99012987,6.1,5.74
260507_0827,260507,827,4500.01,40,-0.11,0.28,0.0405,0.02,0.01
260507_0842,260507,842,4500.01,51,-44.09,0.51,-8.290784314,-4.34,-23.64
260507_0851,260507,851,6.07,68,563.27,658.95,598.8232353,595.39,614.99
260507_0853,260507,853,6.07,145,-642.15,-559.48,-580.3168966,-576.4,-642.15
260507_0856,260507,856,6.07,121,574.67,637.4,610.6867769,611.15,615.95
260507_0858,260507,858,6.07,101,-597.84,-551.18,-570.4315842,-569.31,-597.84
260507_0900,260507,900,6.07,91,600.88,643.64,625.7908791,629.94,602.04
260507_0905,260507,905,10.11,58,182.49,201.66,188.0527586,188.015,182.49
260507_0907,260507,907,10.11,119,-190.72,-170.62,-179.8218487,-180.58,-185.8
260507_0913,260507,913,47.19,73,-51.13,-45.43,-48.71534247,-48.96,-49.54
260507_0921,260507,921,5.06,86,622.34,699.56,652.3010465,652.52,652.48
260507_0923,260507,923,5.06,169,-701.48,-623.7,-658.5009467,-661.6,-678.62
260507_0926,260507,926,5.06,56,626.51,803.84,659.8976786,650.245,648.28
260507_0928,260507,928,5.06,83,-686.17,-637.41,-660.1444578,-659.2,-681.44
260507_0929,260507,929,5.06,95,628.95,719.44,669.4978947,669.12,634.43
260507_1034,260507,1034,4700,63,-39.39,-25.33,-33.9915873,-34.03,-34.47
260507_1036,260507,1036,4700,67,28.74,37.33,33.32402985,33.73,32.59
260507_1042,260507,1042,4810,36,-22.91,-19.92,-21.19833333,-21.11,-22.79
260507_1044,260507,1044,4710,49,-22.49,-14.9,-18.59938776,-18.33,-22.49
260507_1046,260507,1046,4710,70,17.97,20.88,18.96657143,18.595,18.5
260507_1049,260507,1049,4710,42,14,14.79,14.52142857,14.53,14.53
260507_1054,260507,1054,4740,40,0.56,1.9,1.6305,1.7,1.73
260507_1104,260507,1104,15.16,55,21.22,26.9,24.59690909,25.06,21.22
260507_1106,260507,1106,15.16,42,-25.66,-20.2,-22.46,-22.35,-24.04
260507_1112,260507,1112,15.16,25,-21.02,-14.14,-19.4524,-20.19,-20.99
260507_1113,260507,1113,15.16,43,14.87,20.02,18.62581395,19.34,17.42
260507_1125,260507,1125,8104,21,-1.51,0.85,-0.406190476,-0.39,0.17
260511_0902,260511,902,8105,222,-260.58,278.22,129.8370721,255.27,0
260511_0911,260511,911,8107,119,231.61,258.72,240.6310924,238.33,231.61
260511_0916,260511,916,8106,2,0,5.08,2.54,2.54,0
260511_0918,260511,918,8108,86,266.04,303.3,282.8683721,280.68,272.7
260512_0840,260512,840,4200.01,82,-21.52,-14.9,-17.81158537,-17.475,-20.8
260512_0850,260512,850,3806,67,83.37,89.16,88.34044776,88.6,88.42
260512_0854,260512,854,3801,64,28.14,31.68,30.71375,30.72,30.39
260512_0901,260512,901,39006,171,130.18,138.45,134.8227485,135.29,131.76
260512_0906,260512,906,31006,83,33.93,41.01,38.51578313,38.71,38.81
260512_0910,260512,910,3900.03,62,166.19,173.5,171.3125806,171.47,166.19
260512_0915,260512,915,31001,49,40.82,42.66,41.68367347,41.6,41.3
260512_0918,260512,918,3901,55,43.56,53.06,49.78472727,51.77,43.56
260512_0921,260512,921,3900.02,34,-195.37,-187.71,-192.9758824,-193.165,-192.95
260512_0923,260512,923,3900.02,59,177.35,194.3,190.6486441,191.88,177.35
260512_0932,260512,932,3900.01,68,233.52,262.36,248.3088235,247.69,233.53
260512_0937,260512,937,4700.01,59,-111.37,-71.47,-88.05762712,-86.05,-82.55
260512_0940,260512,940,4700.01,102,-45.77,-37.74,-43.06176471,-43.54,-44.42
260512_0943,260512,943,3700.01,81,-113.69,-83.38,-97.03753086,-95.39,-113.69
260512_0950,260512,950,5700,38,-2.04,2.81,0.508684211,0,0
260512_1000,260512,1000,6.22,125,13.65,22.7,17.89512,17.81,16.28
260512_1007,260512,1007,6.07,173,706.95,770.17,737.6930058,737.24,764
260512_1010,260512,1010,6.07,45,708.86,766.68,742.2011111,742.67,763.05
260512_1014,260512,1014,5.06,130,742.52,828.01,777.4204615,777.745,757.09
260512_1023,260512,1023,10.11,129,211.06,232.34,224.3742636,224.3,223.08
260512_1028,260512,1028,11.12,71,-70.16,-60.37,-64.75985915,-64.39,-70.16
260512_1038,260512,1038,3700.01,50,-130.48,-106.78,-118.3052,-116.14,-127.83
260512_1041,260512,1041,3700.01,85,111.02,132.02,124.3457647,126.45,125.95
260512_1046,260512,1046,5800.01,43,-41.3,-28.16,-36.30697674,-37.18,-41.3
260512_1048,260512,1048,5800.01,142,27.9,37.29,32.85767606,33.055,29.68
260512_1057,260512,1057,8107,89,230.8,261.13,249.041573,250.48,230.8
260512_1141,260512,1141,1181,6,-20.28,-14.19,-16.75833333,-15.445,-20.28
260512_1143,260512,1143,1181,76,9.62,19.28,14.54197368,14.435,14.3
260512_1145,260512,1145,1182,9,0,0,0,0,0
260512_1146,260512,1146,1191,26,-5.36,-3.31,-4.294615385,-4.445,-3.57
260512_1147,260512,1147,1191,27,-11.72,-9.62,-10.66481481,-10.69,-10.69
260512_1148,260512,1148,1191,36,-9.67,10.04,5.646388889,8.765,8.75
260512_1150,260512,1150,1192,15,-10.85,-8.78,-9.987333333,-10.06,-10.39
260512_1151,260512,1151,1192,8,0.36,0.9,0.655,0.64,0.83
260512_1152,260512,1152,1192,3,0.47,0.47,0.47,0.47,0.47
260512_1157,260512,1157,1120,19,64.7,71.69,68.16473684,67.78,66.92
260518_0841,260518,841,3900.01,47,234.93,265.28,251.2193617,250.11,248.26
260518_0844,260518,844,3900.01,73,-268.9,-251.54,-263.8217808,-265.41,-251.54
260518_0846,260518,846,3900.01,39,247.64,265.58,253.5097436,252.92,248.87
260518_0848,260518,848,4700.01,57,-51.03,-39.97,-45.99157895,-45.81,-45.41
260518_0855,260518,855,4700.01,14,29.34,34.72,32.1,32.515,29.34
260518_0856,260518,856,4700.01,28,-33.52,-30.89,-32.45785714,-32.615,-32.89
260518_0859,260518,859,3700.01,51,89.49,107.82,97.90039216,97.65,93.92
260518_0907,260518,907,5.06,52,756.65,798.04,774.0853846,770.625,779.06
260518_0910,260518,910,5.06,85,-855.43,-753,-806.3155294,-804,-823.09
260518_0912,260518,912,5.06,97,723.33,799.22,762.6774227,758.68,752.22
260518_0921,260518,921,6.22,39,-21.91,-17.18,-20.00794872,-19.85,-21.91
260518_0925,260518,925,6.07,44,-735.58,-701.62,-716.0977273,-714.67,-714.67
260518_0926,260518,926,6.07,69,659.2,708.45,681.5404348,679.95,696.04
260518_1005,260518,1005,3100.01,74,-116.35,-100.83,-106.5698649,-105.29,-108.91
260518_1007,260518,1007,3100.01,131,102.74,125.24,118.5598473,120.9,102.74
260518_1047,260518,1047,3806,70,86.01,91.44,88.72185714,88.835,89.22
