"# Flow rate: avg: 652.3010 [m3/h] 
# Median: 652.5200 [m3/h]
# Mode: 652.4800 [m3/h]
# Max: 699.5600 [m3/h]
# Min: 622.3400 [m3/h]"
# MEASURE 
# MEASURE 
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 07.05.2026
# TIME             : 09:21:09
# Par.Record       :
# Meas. Point No.: : B:47.08
# Outer Diameter  :     323.0 mm
# Wall Thickness  :       5.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     197.9 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
09:21:57;09:21:57;B;643.71;1501.4;44.0;
09:21:58;09:21:58;B;645.74;1501.4;44.0;
09:21:59;09:21:59;B;648.93;1501.7;44.0;
09:22:00;09:22:00;B;650.53;1501.5;42.0;
09:22:01;09:22:01;B;652.56;1501.5;42.0;
09:22:02;09:22:02;B;656.63;1501.4;42.0;
09:22:03;09:22:03;B;659.57;1501.6;43.0;
09:22:04;09:22:04;B;662.2;1501.6;43.0;
09:22:05;09:22:05;B;665.28;1501.7;43.0;
09:22:06;09:22:06;B;666.74;1501.8;43.0;
09:22:07;09:22:07;B;665.99;1501.8;43.0;
09:22:08;09:22:08;B;665.03;1501.9;43.0;
09:22:09;09:22:09;B;664.17;1502.1;43.0;
09:22:10;09:22:10;B;664.11;1502.1;43.0;
09:22:11;09:22:11;B;661.39;1502.1;43.0;
09:22:12;09:22:12;B;661.08;1502.1;43.0;
09:22:13;09:22:13;B;661.59;1502.1;43.0;
09:22:14;09:22:14;B;661.87;1502.0;42.0;
09:22:15;09:22:15;B;661.37;1502.0;43.0;
09:22:16;09:22:16;B;660.93;1501.9;44.0;
09:22:17;09:22:17;B;660.02;1501.9;44.0;
09:22:18;09:22:18;B;659.74;1501.9;44.0;
09:22:19;09:22:19;B;657.62;1501.9;44.0;
09:22:20;09:22:20;B;661.1;1501.9;42.0;
09:22:21;09:22:21;B;660.12;1503.1;44.0;
09:22:22;09:22:22;B;658.9;1503.1;44.0;
09:22:23;09:22:23;B;657.34;1501.3;46.0;
09:22:24;09:22:24;B;655.72;1500.0;46.0;
09:22:25;09:22:25;B;653.45;1500.0;46.0;
09:22:26;09:22:26;B;652.17;1499.0;47.0;
09:22:27;09:22:27;B;654.26;1499.2;46.0;
09:22:28;09:22:28;B;657.14;1499.2;46.0;
09:22:29;09:22:29;B;660.26;1499.8;46.0;
09:22:30;09:22:30;B;661.64;1500.6;46.0;
09:22:31;09:22:31;B;659.59;1500.6;46.0;
09:22:32;09:22:32;B;659.85;1501.6;46.0;
09:22:33;09:22:33;B;661.42;1503.0;46.0;
09:22:34;09:22:34;B;665.63;1503.0;46.0;
09:22:35;09:22:35;B;???;1504.0;46.0;
