"# Flow rate: avg: 625.7909 [m3/h] 
# Median: 629.9400 [m3/h]
# Mode: 632.6700 [m3/h]
# Max: 643.6400 [m3/h]
# Min: 600.8800 [m3/h]"
# MEASURE 
# MEASURE 
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 07.05.2026
# TIME             : 09:00:31
# Par.Record       :
# Meas. Point No.: : B:47.09
# Outer Diameter  :     323.0 mm
# Wall Thickness  :       6.5 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     199.3 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
09:01:05;09:01:05;B;639.75;1489.8;45.0;
09:01:06;09:01:06;B;638.54;1489.8;45.0;
09:01:07;09:01:07;B;637.72;1489.7;46.0;
09:01:08;09:01:08;B;637.97;1489.7;46.0;
09:01:09;09:01:09;B;635.96;1490.0;45.0;
09:01:10;09:01:10;B;635.73;1490.2;46.0;
09:01:11;09:01:11;B;635.72;1490.2;46.0;
09:01:12;09:01:12;B;633.63;1491.3;45.0;
09:01:13;09:01:13;B;631.47;1489.4;44.0;
09:01:14;09:01:14;B;628.03;1487.7;44.0;
09:01:15;09:01:15;B;622.29;1487.7;44.0;
09:01:16;09:01:16;B;615.14;1485.6;44.0;
09:01:17;09:01:17;B;612.95;1484.3;43.0;
09:01:18;09:01:18;B;605.2;1484.3;43.0;
09:01:19;09:01:19;B;602.04;1483.1;43.0;
09:01:20;09:01:20;B;602.04;1483.1;43.0;
09:01:21;09:01:21;B;602.23;1483.6;45.0;
09:01:22;09:01:22;B;605.14;1483.9;46.0;
09:01:23;09:01:23;B;608.21;1483.9;46.0;
09:01:24;09:01:24;B;615.59;1484.8;46.0;
09:01:25;09:01:25;B;622.59;1486.2;45.0;
09:01:26;09:01:26;B;624.63;1486.2;45.0;
09:01:27;09:01:27;B;629.94;1487.7;45.0;
09:01:28;09:01:28;B;634.49;1488.6;46.0;
09:01:29;09:01:29;B;634.81;1490.5;46.0;
09:01:30;09:01:30;B;632.1;1490.5;46.0;
09:01:31;09:01:31;B;628.29;1495.5;40.0;
09:01:32;09:01:32;B;625.66;1492.4;44.0;
09:01:33;09:01:33;B;621.64;1492.4;44.0;
09:01:34;09:01:34;B;617.39;1489.8;44.0;
09:01:35;09:01:35;B;611.06;1486.8;44.0;
09:01:36;09:01:36;B;604.27;1486.8;44.0;
09:01:37;09:01:37;B;601.12;1483.7;44.0;
09:01:38;09:01:38;B;600.88;1487.2;44.0;
09:01:39;09:01:39;B;604.9;1487.2;44.0;
09:01:40;09:01:40;B;605.31;1492.7;44.0;
09:01:41;09:01:41;B;605.31;1492.7;44.0;
09:01:42;09:01:42;B;607.53;1498.7;44.0;
09:01:43;09:01:43;B;610.12;1504.7;44.0;
09:01:44;09:01:44;B;613.39;1511.1;44.0;
09:01:45;09:01:45;B;615.75;1511.1;44.0;
09:01:46;09:01:46;B;621.74;1511.3;44.0;
09:01:47;09:01:47;B;629.3;1511.5;44.0;
09:01:48;09:01:48;B;629.45;1515.1;44.0;
09:01:49;09:01:49;B;629.75;1515.1;44.0;
09:01:50;09:01:50;B;628.12;1510.4;44.0;
09:01:51;09:01:51;B;628.12;1510.4;44.0;
09:01:52;09:01:52;B;630.91;1508.9;42.0;
09:01:53;09:01:53;B;633.6;1510.8;43.0;
09:01:54;09:01:54;B;635.07;1510.8;43.0;
09:01:55;09:01:55;B;635.66;1510.6;42.0;
09:01:56;09:01:56;B;634.38;1510.4;42.0;
09:01:57;09:01:57;B;635.75;1510.0;42.0;
09:01:58;09:01:58;B;635.41;1510.0;42.0;
09:01:59;09:01:59;B;634.71;1506.1;46.0;
09:02:00;09:02:00;B;633.75;1508.9;40.0;
09:02:01;09:02:01;B;626.42;1508.9;40.0;
09:02:02;09:02:02;B;???;34.0;
09:02:03;09:02:03;B;???;36.0;
