09:01:33,09:01:33,B,???,40.0,09:01:33
09:01:34,09:01:34,B,???,41.0,09:01:34
09:01:35,09:01:35,B,???,41.0,09:01:35
09:01:36,09:01:36,B,???,40.0,09:01:36
09:01:37,09:01:37,B,126.16,1553.9,43.0,09:01:37
09:01:38,09:01:38,B,127.24,1553.9,43.0,09:01:38
09:01:39,09:01:39,B,???,1553.6,44.0,09:01:39
09:01:40,09:01:40,B,???,41.0,09:01:40
09:01:41,09:01:41,B,???,41.0,09:01:41
09:01:42,09:01:42,B,128.48,1553.6,48.0,09:01:42
09:01:43,09:01:43,B,129.51,1553.6,48.0,09:01:43
09:01:44,09:01:44,B,128.95,1553.6,48.0,09:01:44
09:01:45,09:01:45,B,129.0,1553.6,48.0,09:01:45
09:01:46,09:01:46,B,127.08,1553.5,48.0,09:01:46
09:01:47,09:01:47,B,125.45,1553.5,48.0,09:01:47
09:01:48,09:01:48,B,125.33,1553.6,48.0,09:01:48
09:01:49,09:01:49,B,127.06,1553.6,48.0,09:01:49
09:01:50,09:01:50,B,130.49,1553.7,48.0,09:01:50
09:01:51,09:01:51,B,130.73,1553.8,48.0,09:01:51
09:01:52,09:01:52,B,131.11,1553.9,47.0,09:01:52
09:01:53,09:01:53,B,130.58,1553.9,47.0,09:01:53
09:01:54,09:01:54,B,129.79,1554.0,47.0,09:01:54
09:01:55,09:01:55,B,130.36,1554.1,47.0,09:01:55
09:01:56,09:01:56,B,129.29,1554.1,47.0,09:01:56
09:01:57,09:01:57,B,130.91,1554.1,47.0,09:01:57
09:01:58,09:01:58,B,130.09,1554.3,47.0,09:01:58
09:01:59,09:01:59,B,130.49,1554.3,47.0,09:01:59
09:02:00,09:02:00,B,127.5,1554.2,46.0,09:02:00
09:02:01,09:02:01,B,125.95,1554.2,46.0,09:02:01
09:02:02,09:02:02,B,???,1554.2,46.0,09:02:02
09:02:03,09:02:03,B,???,13.0,09:02:03
09:02:04,09:02:04,B,???,13.0,09:02:04
09:02:05,09:02:05,B,???,13.0,09:02:05
09:02:06,09:02:06,B,???,13.0,09:02:06
09:02:07,09:02:07,B,???,13.0,09:02:07
09:02:08,09:02:08,B,???,13.0,09:02:08
09:02:09,09:02:09,B,???,13.0,09:02:09
09:02:10,09:02:10,B,???,13.0,09:02:10
09:02:11,09:02:11,B,???,13.0,09:02:11
09:02:12,09:02:12,B,???,13.0,09:02:12
09:02:13,09:02:13,B,???,13.0,09:02:13
