t_stamp,TT201,TT101,TT301,TT401
01/12/2025,66.09999847,43.40000153,55.70000076,7.699999809
01/12/2025,66.09999847,43.40000153,55.70000076,7.599999905
01/12/2025,66.09999847,43.40000153,55.79999924,7.599999905
01/12/2025,66.09999847,43.59999847,55.79999924,7.599999905
01/12/2025,66.09999847,44,55.79999924,7.5
01/12/2025,66,44.20000076,55.79999924,7.599999905
01/12/2025,65.90000153,44.5,55.90000153,7.5
01/12/2025,65.90000153,45,55.90000153,7.5
01/12/2025,65.80000305,45.29999924,55.79999924,7.400000095
01/12/2025,65.90000153,46,56,7.400000095
01/12/2025,65.90000153,46.79999924,56,7.300000191
01/12/2025,65.90000153,47.70000076,56.09999847,7.300000191
01/12/2025,65.90000153,48.09999847,56.20000076,7.300000191
01/12/2025,65.90000153,48.59999847,56.20000076,7.300000191
01/12/2025,65.90000153,49,56.20000076,7.300000191
01/12/2025,65.90000153,49.5,56.29999924,7.199999809
01/12/2025,65.90000153,49.79999924,56.29999924,7.199999809
01/12/2025,65.80000305,50,56.40000153,7.199999809
01/12/2025,65.90000153,50.20000076,56.40000153,7.300000191
01/12/2025,66.09999847,51,56.40000153,7.300000191
01/12/2025,66,52.09999847,56.40000153,7.400000095
01/12/2025,65.90000153,53.09999847,56.40000153,7.5
01/12/2025,65.90000153,54.09999847,56.40000153,7.5
01/12/2025,65.90000153,54.59999847,56.5,7.599999905
01/12/2025,65.80000305,55.40000153,56.5,7.599999905
01/12/2025,65.80000305,55.79999924,56.5,7.599999905
01/12/2025,65.80000305,55.79999924,56.59999847,7.599999905
01/12/2025,65.69999695,56.20000076,56.59999847,7.800000191
01/12/2025,65.69999695,56.29999924,56.70000076,7.800000191
01/12/2025,65.69999695,56.59999847,56.70000076,7.800000191
01/12/2025,65.80000305,57,56.70000076,7.800000191
01/12/2025,65.80000305,57.29999924,56.70000076,7.800000191
01/12/2025,65.80000305,57.5,56.90000153,7.800000191
01/12/2025,65.90000153,57.09999847,56.90000153,7.900000095
01/12/2025,65.80000305,56.5,56.79999924,7.900000095
01/12/2025,65.80000305,56.79999924,56.90000153,8
01/12/2025,65.90000153,56.5,57,8
01/12/2025,65.90000153,56.5,56.90000153,8
01/12/2025,65.80000305,56.59999847,56.90000153,8
01/12/2025,65.80000305,56.70000076,56.90000153,7.900000095
01/12/2025,65.90000153,56.70000076,56.90000153,8
01/12/2025,65.69999695,57.20000076,57,8
01/12/2025,65.69999695,57.79999924,57,7.900000095
01/12/2025,65.69999695,57.70000076,57.09999847,7.800000191
01/12/2025,65.69999695,57.59999847,57.09999847,7.800000191
01/12/2025,65.69999695,57.70000076,57.20000076,7.800000191
01/12/2025,65.69999695,57.79999924,57.09999847,7.800000191
01/12/2025,65.69999695,57.70000076,57.29999924,7.800000191
01/12/2025,65.69999695,57.70000076,57.29999924,7.800000191
01/12/2025,65.59999847,57.79999924,57.29999924,7.800000191
01/12/2025,65.59999847,58.40000153,57.40000153,7.800000191
01/12/2025,65.69999695,58.59999847,57.5,7.800000191
01/12/2025,65.69999695,58.59999847,57.5,7.800000191
01/12/2025,65.59999847,58.59999847,57.5,7.800000191
01/12/2025,65.69999695,58.59999847,57.59999847,7.800000191
01/12/2025,65.69999695,58.79999924,57.59999847,7.599999905
01/12/2025,65.69999695,59.29999924,57.5,7.800000191
01/12/2025,65.69999695,59.90000153,57.5,7.800000191
01/12/2025,65.59999847,60.40000153,57.5,7.699999809
01/12/2025,65.59999847,60.59999847,57.5,7.699999809
01/12/2025,65.59999847,60.90000153,57.5,7.699999809
01/12/2025,65.5,61.20000076,57.70000076,7.699999809
01/12/2025,65.5,61.40000153,57.59999847,7.699999809
01/12/2025,65.30000305,61.59999847,57.70000076,7.699999809
01/12/2025,65.30000305,62,57.70000076,7.599999905
01/12/2025,65.30000305,62.09999847,57.70000076,7.599999905
