# A Mass flow rate [kg/h] 
# Avg: 76032.6316
# Median: 72854.0634
# Mode: 0.0000
# Max: 218864.7400
# Min: -9986.9362

Index,Date,Trigger,A Flow velocity [m/s],A Mass flow rate [kg/h],A Sound speed [m/s],A Transducer temp. (->) [�C],A Transducer temp. (>-) [�C]
50,12/2/2025 11:02:33 AM,0,0.92199993133545,70354.234313965,1583.40698242188,16,17
51,12/2/2025 11:02:34 AM,0,0.92100000381469,70317.897033691,1583.416015625,16,17
52,12/2/2025 11:02:35 AM,0,0.92300009727479,70485.397338868,1583.416015625,16,17
53,12/2/2025 11:02:36 AM,0,0.92900002002716,70889.817810059,1583.43505859375,16,17
54,12/2/2025 11:02:37 AM,0,0.92899990081788,70899.815368652,1583.42797851562,16,17
55,12/2/2025 11:02:38 AM,0,0.93099999427796,71116.781616211,1583.42700195312,16,17
56,12/2/2025 11:02:39 AM,0,0.94199991226197,71929.536437988,1583.42700195312,16,17
57,12/2/2025 11:02:40 AM,0,0.94500005245209,72112.568664551,1583.4150390625,16,17
58,12/2/2025 11:02:41 AM,0,0.9449999332428,72121.357727051,1583.39294433594,16,17
59,12/2/2025 11:02:42 AM,0,0.93799984455109,71634.883117676,1583.39501953125,16,17
60,12/2/2025 11:02:43 AM,0,0.93500006198883,71431.622314453,1583.40502929688,16,17
61,12/2/2025 11:02:44 AM,0,0.93800008296967,71586.666870117,1583.40295410156,16,17
62,12/2/2025 11:02:45 AM,0,0.9410001039505,71782.690429688,1583.40295410156,16,17
63,12/2/2025 11:02:46 AM,0,0.93799996376038,71651.156616211,1583.43200683594,16,17
64,12/2/2025 11:02:47 AM,0,0.93599998950958,71422.750854492,1583.46105957031,16,17
65,12/2/2025 11:02:48 AM,0,0.9300000667572,70990.383911133,1583.46105957031,16,17
66,12/2/2025 11:02:49 AM,0,0.92600011825562,70694.549560547,1583.47497558594,16,17
67,12/2/2025 11:02:50 AM,0,0.92900002002716,70879.353332519,1583.48400878906,16,17
68,12/2/2025 11:02:51 AM,0,0.93099987506867,71091.801452637,1583.48706054688,16,17
69,12/2/2025 11:02:52 AM,0,0.9339998960495,71249.111938476,1583.48706054688,16,17
70,12/2/2025 11:02:53 AM,0,0.9359998703003,71433.256530762,1583.50903320312,16,17
71,12/2/2025 11:02:54 AM,0,0.93900001049042,71672.099304199,1583.51403808594,16,17
72,12/2/2025 11:02:55 AM,0,0.94899988174438,72426.28326416,1583.52197265625,16,17
73,12/2/2025 11:02:56 AM,0,0.94999992847443,72457.978820801,1583.541015625,16,17
74,12/2/2025 11:02:57 AM,0,0.94599997997284,72213.368225098,1583.541015625,16,17
75,12/2/2025 11:02:58 AM,0,0.94300007820129,71980.554199218,1583.55395507812,16,17
76,12/2/2025 11:02:59 AM,0,0.94799995422363,72390.687561035,1583.56298828125,16,17
77,12/2/2025 11:03:00 AM,0,0.95300006866456,72789.889526367,1583.56799316406,16,17
78,12/2/2025 11:03:01 AM,0,0.95099997520447,72577.592468262,1583.56799316406,16,17
79,12/2/2025 11:03:02 AM,0,0.95499992370606,72854.063415527,1583.57995605469,16,17
80,12/2/2025 11:03:03 AM,0,0.96100008487701,73290.179443359,1583.59497070312,16,17
81,12/2/2025 11:03:04 AM,0,0.96499991416931,73616.212463379,1583.58605957031,16,17
82,12/2/2025 11:03:05 AM,0,0.97399997711182,74270.819091797,1583.59399414062,16,17
83,12/2/2025 11:03:06 AM,0,0.97300004959107,74230.773925782,1583.59399414062,16,17
84,12/2/2025 11:03:07 AM,0,0.97200012207031,74195.397949218,1583.60705566406,16,17
85,12/2/2025 11:03:08 AM,0,0.97200000286102,74221.380615234,1583.61303710938,16,17
86,12/2/2025 11:03:09 AM,0,0.96399986743927,73581.948852539,1583.61206054688,16,17
87,12/2/2025 11:03:10 AM,0,0.96099996566773,73414.558410645,1583.60705566406,16,17
88,12/2/2025 11:03:11 AM,0,0.95099997520447,72580.476379395,1583.60705566406,16,17
89,12/2/2025 11:03:12 AM,0,0.942999958992,72037.82043457,1583.59204101562,16,17
90,12/2/2025 11:03:13 AM,0,0.94400000572205,72033.673095703,1583.59094238281,16,17
91,12/2/2025 11:03:14 AM,0,0.94500005245209,72156.623840332,1583.5830078125,16,17
