Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/h]	A Mass (+) [kg]	A Mass (-) [kg]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
344	11/22/2025 1:28:47 AM		1.78900003433228	346.594592928886	3085.7355319545	∞	514.02001953125	145	146	30	104.300003051758	66	91.1113478243351	13	7	8	84	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
345	11/22/2025 1:28:57 AM		1.79499995708466	347.72085249424	3086.62561021599	∞	513.736022949219	145	146	30	104.300003051758	69	91.4169184863567	14	7	8	141	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
346	11/22/2025 1:29:07 AM		1.80900001525879	350.444340705872	3087.65679903183	∞	514.112976074219	145	146	30	104.300003051758	63	92.1299234032631	14	8	8	121	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
347	11/22/2025 1:29:17 AM		1.79299998283386	347.375410795212	3088.61694218445	∞	514.088012695312	145	146	30	104.300003051758	59	91.3150615990162	16	7	10	93	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
348	11/22/2025 1:29:27 AM		1.80599999427795	349.969696998596	3089.60400773067	∞	513.638977050781	144	146	30	104.300003051758	84	91.9771380722523	15	7	8	129	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
349	11/22/2025 1:29:37 AM		1.82799994945526	354.061272740364	3090.60872859735	∞	513.617004394531	145	146	30	104.300003051758	3	93.0975638329983	14	8	9	72	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
350	11/22/2025 1:29:47 AM		1.82400000095367	353.413760662079	3091.57924572978	∞	513.409973144531	145	146	30	104.300003051758	81	92.8938500583172	17	7	10	125	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
351	11/22/2025 1:29:57 AM		1.82799994945526	354.07138466835	3092.5393403754	∞	513.35400390625	145	146	31	102.809997558594	50	93.0975638329983	18	7	11	120	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
352	11/22/2025 1:30:07 AM		1.92599999904633	373.141300678253	3093.53250712756	∞	513.401977539062	145	146	31	102.809997558594	81	98.0885714292526	16	8	10	92	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
353	11/22/2025 1:30:17 AM		2.05299997329712	397.716933488846	3094.70593634103	∞	513.356018066406	145	146	31	102.809997558594	73	104.556510597467	15	8	10	88	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
354	11/22/2025 1:30:27 AM		NaN	NaN	∞	∞	514.314025878906	145	146	30	104.300003051758	39	NaN	17	7	11	110	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
355	11/22/2025 1:30:37 AM		1.90100002288818	368.349292874336	3096.69947503735	∞	514.867980957031	145	146	30	104.300003051758	67	96.8153603374958	14	8	11	82	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
356	11/22/2025 1:30:47 AM		NaN	NaN	∞	∞	514.893981933594	145	146	30	104.300003051758	62	NaN	14	7	11	105	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
357	11/22/2025 1:30:57 AM		NaN	NaN	∞	∞	515.573974609375	145	146	30	104.300003051758	55	NaN	14	7	12	97	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
358	11/22/2025 1:31:07 AM		NaN	NaN	∞	∞	516.013977050781	145	146	30	104.300003051758	65	NaN	15	7	12	121	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
359	11/22/2025 1:31:17 AM		1.6599999666214	321.625962853432	3100.54358156626	∞	515.52001953125	145	145	30	104.300003051758	12	84.5415517687798	13	6	11	140	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
360	11/22/2025 1:31:27 AM		1.44500005245209	279.948109388351	3101.29572185729	∞	514.765991210938	144	146	30	104.300003051758	9	73.5918961465359	15	6	11	86	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
361	11/22/2025 1:31:37 AM		NaN	NaN	∞	∞	514.387023925781	145	146	30	104.300003051758	39	NaN	15	7	11	83	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
362	11/22/2025 1:31:47 AM		1.48699998855591	288.095909357071	3102.84091713135	∞	513.924011230469	145	146	30	104.300003051758	32	75.7308974862099	18	7	11	92	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
363	11/22/2025 1:31:57 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	15	8	10	63	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
364	11/22/2025 1:32:07 AM		NaN	NaN	∞	∞	513.974975585938	145	146	30	104.300003051758	26	NaN	17	7	9	79	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
365	11/22/2025 1:32:17 AM		NaN	NaN	∞	∞	513.81201171875	145	146	30	104.300003051758	35	NaN	21	7	9	108	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
366	11/22/2025 1:32:27 AM		NaN	NaN	∞	∞	513.534973144531	145	146	30	104.300003051758	43	NaN	16	8	7	69	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
367	11/22/2025 1:32:37 AM		1.56299996376038	302.896955609322	3106.24187674974	∞	513.836975097656	145	146	30	104.300003051758	8	79.6014726161957	18	8	8	77	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
368	11/22/2025 1:32:47 AM		1.567999958992	303.67822945118	3107.35561201205	∞	514.325012207031	145	146	30	104.300003051758	39	79.856114834547	19	8	9	77	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
369	11/22/2025 1:32:57 AM		NaN	NaN	∞	∞	513.919006347656	145	146	30	104.300003051758	38	NaN	16	8	10	93	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
370	11/22/2025 1:33:07 AM		NaN	NaN	∞	∞	513.635009765625	145	146	31	102.809997558594	71	NaN	17	7	13	70	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
371	11/22/2025 1:33:17 AM		NaN	NaN	∞	∞	∞	145	145	30	104.300003051758	0	NaN	17	8	12	81	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
372	11/22/2025 1:33:27 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	19	8	12	126	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
373	11/22/2025 1:33:37 AM		1.61000001430511	311.811223626137	3112.158776632	∞	513.737976074219	144	146	30	104.300003051758	48	81.9951228797436	21	7	8	148	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
374	11/22/2025 1:33:47 AM		1.64199995994568	318.071499466896	3113.03056369951	∞	513.64599609375	145	146	30	104.300003051758	51	83.6248397827148	21	7	9	106	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
375	11/22/2025 1:33:57 AM		1.6599999666214	321.587312221527	3113.57703072806	∞	513.924011230469	145	146	30	104.300003051758	41	84.5415517687798	20	9	10	88	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
376	11/22/2025 1:34:07 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	20	8	9	110	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
377	11/22/2025 1:34:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	8	86	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
378	11/22/2025 1:34:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	9	10	82	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
379	11/22/2025 1:34:37 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	20	8	11	38	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
380	11/22/2025 1:34:47 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	7	11	125	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
381	11/22/2025 1:34:57 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	8	10	51	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
382	11/22/2025 1:35:07 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	8	13	41	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
383	11/22/2025 1:35:17 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	9	14	118	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
384	11/22/2025 1:35:27 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	8	13	84	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
385	11/22/2025 1:35:37 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	8	14	37	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
386	11/22/2025 1:35:47 AM		NaN	NaN	∞	∞	∞	145	146	32	101.319999694824	0	NaN	20	7	15	76	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
387	11/22/2025 1:35:57 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	8	13	75	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
388	11/22/2025 1:36:07 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	7	13	74	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
389	11/22/2025 1:36:17 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	7	13	76	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
390	11/22/2025 1:36:27 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	20	8	11	35	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
391	11/22/2025 1:36:37 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	20	8	10	83	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
392	11/22/2025 1:36:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	9	79	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
393	11/22/2025 1:36:57 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	20	8	9	65	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
394	11/22/2025 1:37:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	9	72	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
395	11/22/2025 1:37:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	8	62	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
396	11/22/2025 1:37:27 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	20	8	10	78	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
397	11/22/2025 1:37:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	9	70	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
398	11/22/2025 1:37:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	10	111	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
399	11/22/2025 1:37:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	15	8	9	96	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
400	11/22/2025 1:38:07 AM		NaN	NaN	∞	∞	513.775024414062	144	146	30	104.300003051758	22	NaN	14	8	9	116	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
401	11/22/2025 1:38:17 AM		1.567999958992	303.83320748806	3115.74952002844	∞	514.018005371094	144	146	30	104.300003051758	9	79.856114834547	15	8	9	173	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
402	11/22/2025 1:38:27 AM		NaN	NaN	∞	∞	514.177978515625	144	146	30	104.300003051758	32	NaN	14	7	9	122	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
403	11/22/2025 1:38:37 AM		1.57099997997284	304.38078045845	3117.41440705811	∞	514.468994140625	145	146	30	104.300003051758	40	80.0089068710804	13	7	10	144	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
404	11/22/2025 1:38:47 AM		1.58200001716614	306.433555483818	3118.25794206416	∞	514.088012695312	145	146	30	104.300003051758	22	80.5691197514534	14	7	10	167	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
405	11/22/2025 1:38:57 AM		1.57500004768372	305.057287216187	3119.18893911546	∞	514.346984863281	145	146	30	104.300003051758	33	80.2126206457615	13	7	9	159	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
406	11/22/2025 1:39:07 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	8	11	116	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
407	11/22/2025 1:39:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	8	10	81	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
408	11/22/2025 1:39:27 AM		NaN	NaN	∞	∞	514.361022949219	145	146	30	104.300003051758	7	NaN	12	7	11	102	3	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
409	11/22/2025 1:39:37 AM		1.63699996471405	317.220568656921	3122.63440101078	∞	514.551025390625	144	146	30	104.300003051758	26	83.3701975643635	13	7	11	95	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
410	11/22/2025 1:39:47 AM		NaN	NaN	∞	∞	514.286987304688	144	146	30	104.300003051758	54	NaN	14	8	9	90	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
411	11/22/2025 1:39:57 AM		1.64100003242493	317.842948436737	3124.4114771173	∞	514.116027832031	144	145	30	104.300003051758	51	83.5739113390446	15	7	10	159	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
412	11/22/2025 1:40:07 AM		NaN	NaN	∞	∞	∞	144	145	31	102.809997558594	0	NaN	15	7	11	164	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
413	11/22/2025 1:40:17 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	14	7	10	165	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
414	11/22/2025 1:40:27 AM		NaN	NaN	∞	∞	∞	145	146	31	102.809997558594	0	NaN	16	7	10	125	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
415	11/22/2025 1:40:37 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	14	8	12	109	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
416	11/22/2025 1:40:47 AM		1.64699995517731	319.047904014587	3128.52559060833	∞	514.028991699219	144	146	31	102.809997558594	62	83.8794820010662	14	7	13	87	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
417	11/22/2025 1:40:57 AM		NaN	NaN	∞	∞	513.851013183594	144	146	31	102.809997558594	63	NaN	14	7	13	87	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
418	11/22/2025 1:41:07 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	12	7	11	89	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
419	11/22/2025 1:41:17 AM		NaN	NaN	∞	∞	513.716003417969	144	146	30	104.300003051758	5	NaN	13	7	11	86	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
420	11/22/2025 1:41:27 AM		NaN	NaN	∞	∞	∞	144	146	31	102.809997558594	0	NaN	13	7	11	113	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
421	11/22/2025 1:41:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	8	11	111	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
422	11/22/2025 1:41:47 AM		NaN	NaN	∞	∞	513.632995605469	144	146	31	102.809997558594	42	NaN	15	8	11	83	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
423	11/22/2025 1:41:57 AM		NaN	NaN	∞	∞	513.669006347656	144	146	31	102.809997558594	41	NaN	16	7	11	88	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
424	11/22/2025 1:42:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	16	7	11	109	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
425	11/22/2025 1:42:17 AM		NaN	NaN	∞	∞	516.130981445312	144	146	30	104.300003051758	44	NaN	13	6	10	95	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
426	11/22/2025 1:42:27 AM		NaN	NaN	∞	∞	∞	145	146	30	104.300003051758	0	NaN	13	7	12	120	2	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
427	11/22/2025 1:42:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	7	11	145	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
428	11/22/2025 1:42:47 AM		NaN	NaN	∞	∞	514.026000976562	144	146	30	104.300003051758	87	NaN	11	7	10	109	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
429	11/22/2025 1:42:57 AM		NaN	NaN	∞	∞	514.429016113281	144	145	30	104.300003051758	78	NaN	12	7	9	101	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
430	11/22/2025 1:43:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	12	7	9	93	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
431	11/22/2025 1:43:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	11	7	9	110	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
432	11/22/2025 1:43:27 AM		NaN	NaN	∞	∞	928.414978027344	144	146	30	104.300003051758	44	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
433	11/22/2025 1:43:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
434	11/22/2025 1:43:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
435	11/22/2025 1:43:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
436	11/22/2025 1:44:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
437	11/22/2025 1:44:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
438	11/22/2025 1:44:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
439	11/22/2025 1:44:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
440	11/22/2025 1:44:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
441	11/22/2025 1:44:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	10	7	6	89	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
442	11/22/2025 1:45:07 AM		NaN	NaN	∞	∞	529.468994140625	144	145	30	104.300003051758	5	NaN	10	7	7	89	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
443	11/22/2025 1:45:17 AM		2.03099989891052	393.421268463135	3140.17608197264	∞	514.7919921875	144	146	30	104.300003051758	54	103.436078131199	12	7	9	78	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
444	11/22/2025 1:45:27 AM		1.96700000762939	380.984669923782	3141.33991379522	∞	521.406005859375	144	146	30	104.300003051758	33	100.176651030779	13	8	9	98	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
445	11/22/2025 1:45:37 AM		2.17000007629395	420.307946205139	3142.47381967164	∞	513.838012695312	144	145	30	104.300003051758	84	110.515165328979	13	7	6	80	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
446	11/22/2025 1:45:47 AM		2.23499989509583	433.054232597351	3143.73422153898	∞	513.598999023438	144	146	30	104.300003051758	94	113.82552087307	14	8	9	49	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
447	11/22/2025 1:45:57 AM		2.60400009155273	504.466170072556	3144.85982202597	∞	513.156982421875	145	146	30	104.300003051758	76	132.618190348148	21	7	9	56	0	0	0	0	0	0	0	0	0	0	0	0	0	146.767676767677
448	11/22/2025 1:46:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	20	8	9	45	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
449	11/22/2025 1:46:17 AM		NaN	NaN	∞	∞	513.179992675781	144	146	30	104.300003051758	1	NaN	14	8	9	37	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
450	11/22/2025 1:46:27 AM		NaN	NaN	∞	∞	513.554992675781	144	146	30	104.300003051758	51	NaN	13	8	8	31	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
451	11/22/2025 1:46:37 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	11	7	8	38	2	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
452	11/22/2025 1:46:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
453	11/22/2025 1:46:57 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
454	11/22/2025 1:47:07 AM		NaN	NaN	∞	∞	522.267028808594	144	145	30	104.300003051758	49	NaN	15	8	10	34	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
455	11/22/2025 1:47:17 AM		NaN	NaN	∞	∞	521.481994628906	144	145	30	104.300003051758	36	NaN	14	7	12	59	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
456	11/22/2025 1:47:27 AM		NaN	NaN	∞	∞	523.518981933594	144	146	30	104.300003051758	42	NaN	16	7	13	67	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
457	11/22/2025 1:47:37 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	13	9	10	49	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
458	11/22/2025 1:47:47 AM		NaN	NaN	∞	∞	540.661987304688	144	146	30	104.300003051758	28	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
459	11/22/2025 1:47:57 AM		NaN	NaN	∞	∞	540.882995605469	144	146	30	104.300003051758	49	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
460	11/22/2025 1:48:07 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
461	11/22/2025 1:48:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
462	11/22/2025 1:48:27 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
463	11/22/2025 1:48:37 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
464	11/22/2025 1:48:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	9	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
465	11/22/2025 1:48:57 AM		NaN	NaN	∞	∞	542.822998046875	144	145	30	104.300003051758	57	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
466	11/22/2025 1:49:07 AM		NaN	NaN	∞	∞	534.89697265625	144	146	30	104.300003051758	51	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
467	11/22/2025 1:49:17 AM		NaN	NaN	∞	∞	538.033996582031	144	146	29	105.790000915527	2	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
468	11/22/2025 1:49:27 AM		NaN	NaN	∞	∞	∞	144	145	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
469	11/22/2025 1:49:37 AM		NaN	NaN	∞	∞	532.541015625	144	145	30	104.300003051758	7	NaN	16	7	7	109	3	0	0	0	0	0	0	0	0	0	0	0	0	145.757575757576
470	11/22/2025 1:49:47 AM		1.85500001907349	359.365233778954	3171.25686773146	∞	516.781982421875	144	146	30	104.300003051758	72	94.4726385176182	17	8	6	89	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
471	11/22/2025 1:49:57 AM		1.88399994373322	364.915180206299	3172.08824640745	∞	521.085021972656	144	146	30	104.300003051758	7	95.9495700895786	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
472	11/22/2025 1:50:07 AM		NaN	NaN	∞	∞	523.028991699219	144	146	30	104.300003051758	81	NaN	16	8	7	61	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
473	11/22/2025 1:50:17 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	0	NaN	0	∞	∞	∞	0	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
474	11/22/2025 1:50:27 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	65	NaN	17	7	9	62	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
475	11/22/2025 1:50:37 AM		NaN	NaN	∞	∞	517.379028320312	144	146	30	104.300003051758	84	NaN	17	7	10	95	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
476	11/22/2025 1:50:47 AM		NaN	NaN	∞	∞	∞	144	146	30	104.300003051758	4	NaN	14	8	10	108	2	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
477	11/22/2025 1:50:57 AM		NaN	NaN	∞	∞	516.346008300781	144	146	30	104.300003051758	7	NaN	14	8	8	106	3	0	0	0	0	0	0	0	0	0	0	0	0	146.262626262626
