# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 05.05.2026
# TIME             : 08:27:12
# Par.Record       :
# Meas. Point No.: : B:1-170
# Outer Diameter  :     114.0 mm
# Wall Thickness  :       2.0 mm
# Roughness       :       0.0 mm
# Pipe Material   : Stainless Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : Standard
# Sound Path       :         2 NUM
# Transd. Distance :      33.3 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       312

TIME,TIME,TIME,CHANNEL,MEASURE,AMP,SCNR,TIME
08:31:40,08:31:40,08:31:40,B,???,13.0,08:31:40
08:31:41,08:31:41,08:31:41,B,???,13.0,08:31:41
08:31:42,08:31:42,08:31:42,B,???,13.0,08:31:42
08:31:43,08:31:43,08:31:43,B,???,13.0,08:31:43
08:31:44,08:31:44,08:31:44,B,???,13.0,08:31:44
08:31:45,08:31:45,08:31:45,B,???,13.0,08:31:45
08:31:46,08:31:46,08:31:46,B,???,13.0,08:31:46
08:31:47,08:31:47,08:31:47,B,???,13.0,08:31:47
08:31:48,08:31:48,08:31:48,B,???,13.0,08:31:48
08:31:49,08:31:49,08:31:49,B,???,13.0,08:31:49
08:31:50,08:31:50,08:31:50,B,???,13.0,08:31:50
08:31:51,08:31:51,08:31:51,B,???,13.0,08:31:51
08:31:52,08:31:52,08:31:52,B,???,13.0,08:31:52
08:31:53,08:31:53,08:31:53,B,???,13.0,08:31:53
08:31:54,08:31:54,08:31:54,B,???,13.0,08:31:54
08:31:55,08:31:55,08:31:55,B,???,13.0,08:31:55
08:31:56,08:31:56,08:31:56,B,???,13.0,08:31:56
08:31:57,08:31:57,08:31:57,B,???,13.0,08:31:57
08:31:58,08:31:58,08:31:58,B,???,13.0,08:31:58
08:31:59,08:31:59,08:31:59,B,???,13.0,08:31:59
08:32:00,08:32:00,08:32:00,B,???,13.0,08:32:00
08:32:01,08:32:01,08:32:01,B,???,13.0,08:32:01
08:32:02,08:32:02,08:32:02,B,???,13.0,08:32:02
08:32:03,08:32:03,08:32:03,B,???,13.0,08:32:03
08:32:04,08:32:04,08:32:04,B,???,13.0,08:32:04
08:32:05,08:32:05,08:32:05,B,???,13.0,08:32:05
08:32:06,08:32:06,08:32:06,B,???,13.0,08:32:06
08:32:07,08:32:07,08:32:07,B,???,13.0,08:32:07
08:32:08,08:32:08,08:32:08,B,???,13.0,08:32:08
08:32:09,08:32:09,08:32:09,B,???,13.0,08:32:09
08:32:10,08:32:10,08:32:10,B,???,13.0,08:32:10
08:32:11,08:32:11,08:32:11,B,???,13.0,08:32:11
08:32:12,08:32:12,08:32:12,B,???,13.0,08:32:12
08:32:13,08:32:13,08:32:13,B,???,13.0,08:32:13
08:32:14,08:32:14,08:32:14,B,???,13.0,08:32:14
08:32:15,08:32:15,08:32:15,B,???,13.0,08:32:15
08:32:16,08:32:16,08:32:16,B,???,13.0,08:32:16
08:32:17,08:32:17,08:32:17,B,???,13.0,08:32:17
08:32:18,08:32:18,08:32:18,B,???,13.0,08:32:18
08:32:19,08:32:19,08:32:19,B,???,13.0,08:32:19
08:32:20,08:32:20,08:32:20,B,???,13.0,08:32:20
08:32:21,08:32:21,08:32:21,B,???,13.0,08:32:21
08:32:22,08:32:22,08:32:22,B,???,13.0,08:32:22
08:32:23,08:32:23,08:32:23,B,???,13.0,08:32:23
